Observer,Date,Time,Visit,foot_boat,Property,PointID,X-coord,Y_coord,Wind,Noise,Species,Min_1,Min_2,Min_3,Min_4,Min_5,Min_6,Min_7,Min_8,Min_9,Min_10,Notes
A. VanVorst,6/20/2017,6:59,2,Foot,Roanoke Marsh,73,,,3,1,SESP,1,1,1,1,1,1,1,1,1,1,
A. VanVorst,6/20/2017,6:59,2,Foot,Roanoke Marsh,73,,,3,1,SESP,1,1,1,1,1,1,1,1,1,1,
A. VanVorst,6/20/2017,6:59,2,Foot,Roanoke Marsh,73,,,3,1,SESP,1,1,1,1,1,1,1,1,1,1,
A. VanVorst,6/20/2017,6:59,2,Foot,Roanoke Marsh,73,,,3,1,SESP,1,1,1,1,1,1,1,1,1,1,
A. VanVorst,6/20/2017,6:59,2,Foot,Roanoke Marsh,73,,,3,1,SESP,1,1,1,1,1,1,1,1,1,1,
A. VanVorst,6/20/2017,6:59,2,Foot,Roanoke Marsh,73,,,3,1,SESP,1,1,1,,1,1,1,,1,1,
A. VanVorst,6/20/2017,6:59,2,Foot,Roanoke Marsh,73,,,3,1,KCRA,,,1,,1,,,1,1,1,
A. VanVorst,6/20/2017,6:59,2,Foot,Roanoke Marsh,73,,,3,1,SESP,,,,,,,1,1,,1,
A. VanVorst,6/20/2017,6:59,2,Foot,Roanoke Marsh,73,,,3,1,KCRA,,,,,,,,,1,1,
A. VanVorst,6/20/2017,6:59,2,Foot,Roanoke Marsh,73,,,3,1,KCRA,,,,,,,,,1,1,
G. Loia,6/20/2017,6:59,3,Foot,Roanoke Marsh,73,,,3,1,SESP,1,,,,1,,1,1,,1,"Too many SESPs, couldn't track all of them; at least 15 around the point"
G. Loia,6/20/2017,6:59,3,Foot,Roanoke Marsh,73,,,3,1,SESP,1,1,,1,,1,,1,1,,
G. Loia,6/20/2017,6:59,3,Foot,Roanoke Marsh,73,,,3,1,SESP,1,1,,1,,1,,1,1,,
G. Loia,6/20/2017,6:59,3,Foot,Roanoke Marsh,73,,,3,1,SESP,1,,,,1,1,,1,1,1,
G. Loia,6/20/2017,6:59,3,Foot,Roanoke Marsh,73,,,3,1,SESP,,1,,1,1,1,1,,,1,
G. Loia,6/20/2017,6:59,3,Foot,Roanoke Marsh,73,,,3,1,SESP,,1,1,,,,1,,1,,
G. Loia,6/20/2017,6:59,3,Foot,Roanoke Marsh,73,,,3,1,SESP,,1,,,1,1,,,,,
G. Loia,6/20/2017,6:59,3,Foot,Roanoke Marsh,73,,,3,1,SESP,,,1,,,,,,,,
G. Loia,6/20/2017,6:59,3,Foot,Roanoke Marsh,73,,,3,1,KCRA,,,1,,1,,,1,1,,
G. Loia,6/20/2017,6:59,3,Foot,Roanoke Marsh,73,,,3,1,SESP,,,,1,,,1,,,,
G. Loia,6/20/2017,6:59,3,Foot,Roanoke Marsh,73,,,3,1,VIRA,,,,,,1,,,,,
G. Loia,6/20/2017,6:59,3,Foot,Roanoke Marsh,73,,,3,1,KCRA,,,,,,,,,1,1,
G. Loia,6/20/2017,6:59,3,Foot,Roanoke Marsh,73,,,3,1,KCRA,,,,,,,,,1,,
G. Loia,5/31/2017,6:56,1,Foot,Roanoke Marsh,74,,,2,2,SESP,1,1,1,1,,1,1,1,1,1,
G. Loia,5/31/2017,6:56,1,Foot,Roanoke Marsh,74,,,2,2,SESP,1,,1,,,1,1,,,1,
G. Loia,5/31/2017,6:56,1,Foot,Roanoke Marsh,74,,,2,2,SESP,1,,,1,,,,,1,,
G. Loia,5/31/2017,6:56,1,Foot,Roanoke Marsh,74,,,2,2,SESP,1,1,,,,,,,,,
G. Loia,5/31/2017,6:56,1,Foot,Roanoke Marsh,74,,,2,2,SESP,,,1,,,,,,,,
G. Loia,5/31/2017,6:56,1,Foot,Roanoke Marsh,74,,,2,2,SESP,,,1,1,1,,,,,,
G. Loia,5/31/2017,6:56,1,Foot,Roanoke Marsh,74,,,2,2,SESP,,,,,1,1,1,1,,,
G. Loia,5/31/2017,6:56,1,Foot,Roanoke Marsh,74,,,2,2,SESP,,,,,,,,1,,,
G. Loia,5/31/2017,6:56,1,Foot,Roanoke Marsh,74,,,2,2,SESP,,,,,,,,,,1,
A. VanVorst,5/31/2017,6:56,2,Foot,Roanoke Marsh,74,,,2,2,SESP,,1,1,1,1,1,1,1,,,
A. VanVorst,5/31/2017,6:56,2,Foot,Roanoke Marsh,74,,,2,2,SESP,,,1,,,,1,1,,1,
A. VanVorst,5/31/2017,6:56,2,Foot,Roanoke Marsh,74,,,2,2,SESP,,,1,,1,,,,1,,
A. VanVorst,5/31/2017,6:56,2,Foot,Roanoke Marsh,74,,,2,2,SESP,,,1,1,1,1,1,1,,1,
A. VanVorst,5/31/2017,6:56,2,Foot,Roanoke Marsh,74,,,2,2,SESP,,,,,,,1,,1,1,
A. VanVorst,5/31/2017,6:56,2,Foot,Roanoke Marsh,74,,,2,2,SESP,,,,,,,1,1,1,1,
A. VanVorst,5/31/2017,6:56,2,Foot,Roanoke Marsh,74,,,2,2,SESP,,,,,,,,1,1,,
A. VanVorst,5/31/2017,6:56,2,Foot,Roanoke Marsh,74,,,2,2,SESP,,,,,,,,1,,,
A. VanVorst,5/31/2017,6:56,2,Foot,Roanoke Marsh,74,,,2,2,SESP,,,,,,,,,,1,
G. Loia,5/22/2017,8:15,1,Foot,Roanoke Marsh,75,,,2,2,KCRA,,,1,1,,,,,,,
G. Loia,5/22/2017,8:15,1,Foot,Roanoke Marsh,75,,,2,2,KCRA,,,,,,,,,1,,
G. Loia,5/22/2017,8:15,1,Foot,Roanoke Marsh,75,,,2,2,KCRA,,,,,,,,,,1,
G. Loia,5/22/2017,8:15,1,Foot,Roanoke Marsh,75,,,2,2,VIRA,1,1,,1,1,1,1,1,1,1,
G. Loia,5/22/2017,8:15,1,Foot,Roanoke Marsh,75,,,2,2,VIRA,,,,1,1,,,,,,
G. Loia,5/22/2017,8:15,1,Foot,Roanoke Marsh,75,,,2,2,VIRA,,,,,,,1,,,1,
A. VanVorst,6/1/2017,8:04,2,Foot,Roanoke Marsh,75,,,2,2,SESP,,,1,1,,,,,1,1,
A. VanVorst,6/1/2017,8:04,2,Foot,Roanoke Marsh,75,,,2,2,VIRA,1,1,1,1,1,1,1,1,1,1,
A. VanVorst,6/1/2017,8:04,2,Foot,Roanoke Marsh,75,,,2,2,VIRA,,,,,,,,,1,,
G. Loia,5/22/2017,7:11,1,Foot,Roanoke Marsh,76,,,3,2,KCRA,1,,,1,,,,,,1,
G. Loia,5/22/2017,7:11,1,Foot,Roanoke Marsh,76,,,3,2,KCRA,,,,,,1,,,1,,
G. Loia,5/22/2017,7:11,1,Foot,Roanoke Marsh,76,,,3,2,SESP,,,1,,,,,,,,
G. Loia,5/22/2017,7:11,1,Foot,Roanoke Marsh,76,,,3,2,VIRA,,1,1,,1,,1,,,,
A. VanVorst,6/1/2017,7:10,2,Foot,Roanoke Marsh,76,,,2,2,KCRA,,1,,1,1,,,,,,
A. VanVorst,6/1/2017,7:10,2,Foot,Roanoke Marsh,76,,,2,2,KCRA,,1,1,1,,1,1,1,1,1,
A. VanVorst,6/1/2017,7:10,2,Foot,Roanoke Marsh,76,,,2,2,SESP,1,1,1,1,1,1,,,1,1,
A. VanVorst,6/1/2017,7:10,2,Foot,Roanoke Marsh,76,,,2,2,SESP,,1,,,,,,,1,1,
A. VanVorst,6/1/2017,7:10,2,Foot,Roanoke Marsh,76,,,2,2,SESP,,,1,1,1,1,,,,,
A. VanVorst,6/1/2017,7:10,2,Foot,Roanoke Marsh,76,,,2,2,SESP,,,1,1,1,,1,1,,,
G. Loia,5/22/2017,6:19,1,Foot,Roanoke Marsh,77,,,2,3,KCRA,1,1,1,1,,1,1,,1,1,
G. Loia,5/26/2017,6:47,2,Foot,Roanoke Marsh,77,,,4,3,KCRA,1,1,1,1,,,1,1,1,1,
G. Loia,5/26/2017,6:47,2,Foot,Roanoke Marsh,77,,,4,3,KCRA,,,,,,,,,,1,
G. Loia,6/1/2017,7:57,1,Foot,Roanoke Marsh,78,,,1,1,KCRA,1,,,1,,,,1,1,,
G. Loia,6/1/2017,7:57,1,Foot,Roanoke Marsh,78,,,1,1,KCRA,,,,,,,,,1,,
G. Loia,6/1/2017,7:57,1,Foot,Roanoke Marsh,78,,,1,1,KCRA,,,,,,,,,,1,
G. Loia,6/1/2017,7:57,1,Foot,Roanoke Marsh,78,,,1,1,SESP,1,1,1,1,,1,1,,1,,Too many SESP flying to keep track; recorded the ones I was sure of
G. Loia,6/1/2017,7:57,1,Foot,Roanoke Marsh,78,,,1,1,SESP,1,1,,1,,,,,,,
G. Loia,6/1/2017,7:57,1,Foot,Roanoke Marsh,78,,,1,1,SESP,,1,,1,,,,,,1,
G. Loia,6/1/2017,7:57,1,Foot,Roanoke Marsh,78,,,1,1,SESP,,1,,,1,,1,1,,,
G. Loia,6/1/2017,7:57,1,Foot,Roanoke Marsh,78,,,1,1,SESP,,1,1,,1,,,,,,
G. Loia,6/1/2017,7:57,1,Foot,Roanoke Marsh,78,,,1,1,SESP,,,1,1,,,,1,,,
G. Loia,6/1/2017,7:57,1,Foot,Roanoke Marsh,78,,,1,1,SESP,,,,1,,,,,,1,
G. Loia,6/1/2017,7:57,1,Foot,Roanoke Marsh,78,,,1,1,SESP,,,,,,1,1,,,,
G. Loia,5/29/2016,7:16,3,Foot,Mashoes,79,,,2,1,NONE,,,,,,,,,,,
G. Loia,4/26/2017,8:26,1,Foot,Mashoes,79,,,3,2,NONE,,,,,,,,,,,
A. VanVorst,5/29/2017,7:16,2,Foot,Mashoes,79,,,2,1,NONE,,,,,,,,,,,
E. Caffrey,4/26/2017,8:03,1,Foot,Mashoes,80,,,2,2,LEBI,1,1,1,1,1,,,,,,
E. Caffrey,4/26/2017,8:03,1,Foot,Mashoes,80,,,2,2,VIRA,,,,,1,,,,,,
A. VanVorst,5/29/2017,8:20,2,Foot,Mashoes,80,,,2,1,KCRA,,,,,1,,,,,,
G. Loia,5/29/2017,8:20,3,Foot,Mashoes,80,,,3,2,KCRA,,,,,1,,,,,,
E. Caffrey,4/17/2017,8:11,1,Foot,Long Shoal,81,,,4,3,CLRA,,,,1,,,,,,,
A. VanVorst,6/13/2017,7:56,2,Foot,Long Shoal,81,,,1,1,VIRA,,,,,1,,,,,,
E. Caffrey,4/17/2017,7:36,1,Foot,Long Shoal,82,,,4,2,CLRA,,,,,,,,,,1,
E. Caffrey,4/17/2017,7:36,1,Foot,Long Shoal,82,,,4,2,KIRA,,,1,1,,1,,,,,
A. VanVorst,6/13/2017,6:51,2,Foot,Long Shoal,82,,,1,1,NONE,,,,,,,,,,,
E. Caffrey,4/14/2017,8:25,1,Foot,Long Shoal,83,,,2,1,NONE,,,,,,,,,,,
G. Loia,4/14/2017,8:25,2,Foot,Long Shoal,83,,,2,0,VIRA,,,1,,,,,,,,
G. Loia,4/14/2017,9:17,2,Foot,Long Shoal,84,,,3,1,CLRA,1,,,,,,,,,,
G. Loia,4/14/2017,9:17,2,Foot,Long Shoal,84,,,3,1,CLRA,,,,,1,,,,,,
E. Caffrey,4/14/2017,9:17,1,Foot,Long Shoal,84,,,3,2,SESP,,,1,,,,,,,,
E. Caffrey,4/14/2017,9:17,1,Foot,Long Shoal,84,,,3,2,SESP,,,,,1,,,,,,
G. Loia,4/14/2017,9:17,2,Foot,Long Shoal,84,,,3,1,SESP,,,,,1,,,,,,
E. Caffrey,4/14/2017,9:17,1,Foot,Long Shoal,84,,,3,2,VIRA,1,,,,,,,,,,
E. Caffrey,4/14/2017,7:32,1,Foot,Long Shoal,85,,,1,1,CL/KIRA,,,,,,,1,,,,
E. Caffrey,4/14/2017,7:32,1,Foot,Long Shoal,85,,,1,1,CLRA,1,,,,,,,,,,
G. Loia,4/14/2017,7:32,2,Foot,Long Shoal,85,,,0,0,CLRA,1,1,,,1,,1,,,,
G. Loia,4/14/2017,7:32,2,Foot,Long Shoal,85,,,0,0,CLRA,1,,,,,,,,,,
G. Loia,4/14/2017,7:32,2,Foot,Long Shoal,85,,,0,0,CLRA,,,,1,1,1,,,,,
E. Caffrey,4/14/2017,7:32,1,Foot,Long Shoal,85,,,1,1,KIRA,,,,1,,,,,,,
E. Caffrey,4/14/2017,7:32,1,Foot,Long Shoal,85,,,1,1,VIRA,1,1,1,,1,,,,,,
E. Caffrey,4/14/2017,7:32,1,Foot,Long Shoal,85,,,1,1,VIRA,1,1,1,,1,,1,1,1,1,
G. Loia,4/14/2017,7:32,2,Foot,Long Shoal,85,,,0,0,VIRA,,1,1,1,,,1,,1,1,
E. Caffrey,5/1/2017,8:30,2,Foot,Mashoes,86,,,4,2,NONE,,,,,,,,,,,
G. Loia,5/1/2017,8:30,1,Foot,Mashoes,86,,,4,2,VIRA,,,,,1,,,,,,
G. Loia,6/7/2017,6:39,3,Foot,Mashoes,86,,,3,2,KCRA,,,,,,,1,,,,
G. Loia,6/7/2017,6:39,3,Foot,Mashoes,86,,,3,2,KCRA,,,,,,,1,,,,
G. Loia,6/7/2017,6:39,3,Foot,Mashoes,86,,,3,2,KCRA,,,,,,,,,,1,
A. VanVorst,6/19/2017,6:51,1,Foot,ICW,87,,,3,1,VIRA,,,,,,,1,,1,,
A. VanVorst,6/19/2017,6:51,1,Foot,ICW,87,,,3,1,VIRA,,,,,,,,,,1,
G. Loia,6/19/2017,6:51,2,Foot,ICW,87,,,3,1,VIRA,,,,,,,1,,,,
G. Loia,6/19/2017,6:51,2,Foot,ICW,87,,,3,1,VIRA,,,,,,,,,,1,VIRA heard when paddling to point;2 more VIRAs heard after survey
E. Caffrey,4/28/2017,6:55,1,Foot,Swanquarter West,89,,,2,1,VIRA,,,,,,,,1,,,
E. Caffrey,4/28/2017,6:55,1,Foot,Swanquarter West,89,,,2,1,VIRA,,,,,,,,1,,,
G. Loia,4/28/2017,6:55,2,Foot,Swanquarter West,89,,,2,1,VIRA,,,,,,,,1,,,
G. Loia,4/28/2017,6:55,2,Foot,Swanquarter West,89,,,2,1,VIRA,,,,,,,,1,,,
E. Caffrey,4/28/2017,7:33,1,Foot,Swanquarter West,91,,,3,1,SESP,1,1,1,1,1,1,1,1,1,1,
E. Caffrey,4/28/2017,7:33,1,Foot,Swanquarter West,91,,,3,1,SESP,1,,1,1,,,1,,,,
E. Caffrey,4/28/2017,7:33,1,Foot,Swanquarter West,91,,,3,1,SESP,,1,,1,,1,1,1,1,1,
G. Loia,4/28/2017,7:33,2,Foot,Swanquarter West,91,,,3,1,SESP,,1,1,,1,1,,,1,,
G. Loia,4/28/2017,7:33,2,Foot,Swanquarter West,91,,,3,1,SESP,,1,,,,1,,,,1,
G. Loia,4/28/2017,7:33,2,Foot,Swanquarter West,91,,,3,1,SESP,,,1,1,1,1,,1,1,1,
G. Loia,4/28/2017,7:33,2,Foot,Swanquarter West,91,,,3,1,SESP,,,,,,,1,1,,,
E. Caffrey,4/28/2017,7:33,1,Foot,Swanquarter West,91,,,3,1,VIRA,,,,1,,,,,,,
E. Caffrey,4/28/2017,7:33,1,Foot,Swanquarter West,91,,,3,1,VIRA,,,,,,,,,,1,
G. Loia,4/28/2017,7:33,2,Foot,Swanquarter West,91,,,3,1,VIRA,,,,1,,,,,,,
G. Loia,4/28/2017,7:33,2,Foot,Swanquarter West,91,,,3,1,VIRA,,,,,,,,,,1,
G. Loia,4/28/2017,8:19,2,Boat,Swanquarter West,92,,,4,2,KCRA,,,,,1,,,,,,
E. Caffrey,4/28/2017,8:19,1,Boat,Swanquarter West,92,,,4,2,KI/CLRA,,,,,1,,,,,,
E. Caffrey,4/28/2017,8:19,1,Boat,Swanquarter West,92,,,4,2,SESP,,1,1,,,,,1,,1,
E. Caffrey,4/28/2017,8:19,1,Boat,Swanquarter West,92,,,4,2,SESP,,1,,,,1,,,,1,
E. Caffrey,4/28/2017,8:19,1,Boat,Swanquarter West,92,,,4,2,SESP,,1,1,,,,,1,,1,
G. Loia,4/28/2017,8:19,2,Boat,Swanquarter West,92,,,4,2,SESP,,1,1,,1,,,,,1,
G. Loia,4/28/2017,8:19,2,Boat,Swanquarter West,92,,,4,2,SESP,,1,,,,,,,,,
G. Loia,4/28/2017,8:19,2,Boat,Swanquarter West,92,,,4,2,SESP,,1,,1,,1,,,1,,
G. Loia,4/28/2017,8:19,2,Boat,Swanquarter West,92,,,4,2,SESP,,,,,,,1,1,,,
E. Caffrey,4/28/2017,8:19,1,Boat,Swanquarter West,92,,,4,2,VIRA,,,,,,,,1,,,
E. Caffrey,4/28/2017,8:19,1,Boat,Swanquarter West,92,,,4,2,VIRA,,,,,,,,,,1,
G. Loia,4/28/2017,8:19,2,Boat,Swanquarter West,92,,,4,2,VIRA,,,,,,,,1,,,
G. Loia,6/9/2017,7:15,1,Boat,Swanquarter,93,,,1,2,LEBI,1,1,1,,,,,,1,1,
G. Loia,6/9/2017,7:15,1,Boat,Swanquarter,93,,,1,2,SESP,,,1,1,,,,1,,,3rd LEBI called before survey at point
G. Loia,6/9/2017,7:15,1,Boat,Swanquarter,93,,,1,2,SESP,,,1,1,,,,,,,
G. Loia,6/9/2017,7:15,1,Boat,Swanquarter,93,,,1,2,SESP,,,,,1,,1,1,1,1,
G. Loia,6/9/2017,7:15,1,Boat,Swanquarter,93,,,1,2,SESP,,,,,,,,1,,,
G. Loia,6/9/2017,7:15,1,Boat,Swanquarter,93,,,1,2,LEBI,,,,,,,,,1,1,
A. VanVorst,6/9/2017,7:15,2,Boat,Swanquarter,93,,,1,1,SESP,,,,,,1,1,1,,,
A. VanVorst,6/9/2017,7:15,2,Boat,Swanquarter,93,,,1,1,SESP,1,,,,1,1,1,1,,,
A. VanVorst,6/9/2017,7:15,2,Boat,Swanquarter,93,,,1,1,SESP,1,,1,1,1,1,1,1,1,1,
A. VanVorst,6/9/2017,7:15,2,Boat,Swanquarter,93,,,1,1,LEBI,,1,1,1,,,,,1,1,
E. Caffrey,5/16/2017,8:50,1,Boat,Juniper Bay,98,,,1,2,KCLRA,,,,,,,,,1,1,
E. Caffrey,5/16/2017,8:50,1,Boat,Juniper Bay,98,,,1,2,KCLRA,,,,,,,,,,1,
G. Loia,5/16/2017,8:50,2,Boat,Juniper Bay,98,,,1,1,KCRA,,,,,,,,,1,1,
G. Loia,5/16/2017,8:50,2,Boat,Juniper Bay,98,,,1,1,KCRA,,,,,,,,,,1,
E. Caffrey,5/16/2017,7:41,1,Boat,Juniper Bay,99,,,0,2,NONE,,,,,,,,,,,
G. Loia,5/16/2017,7:41,2,Boat,Juniper Bay,99,,,2,1,NONE,,,,,,,,,,,
E. Caffrey,5/16/2017,8:15,1,Boat,Juniper Bay,100,,,1,2,NONE,,,,,,,,,,,
G. Loia,5/16/2017,8:15,2,Boat,Juniper Bay,100,,,2,1,NONE,,,,,,,,,,,VIRA heard between 100 and 99
G. Loia,5/16/2017,6:51,2,Boat,Juniper Bay,101,,,2,1,NONE,,,,,,,,,,,
E. Caffrey,5/16/2017,6:51,1,Foot,Juniper Bay,101,,,0,2,SESP,,,,1,,,,,,1,
G. Loia,4/27/2017,7:36,2,Foot,Swanquarter West,107,,,3,1,KCRA,,,,,,,1,,,,
E. Caffrey,4/27/2017,7:36,1,Foot,Swanquarter West,107,,,2,1,KI/CLRA,,,,,,,1,1,,,
E. Caffrey,4/27/2017,7:36,1,Foot,Swanquarter West,107,,,2,1,SESP,1,,,,1,,1,1,,,
E. Caffrey,4/27/2017,7:36,1,Foot,Swanquarter West,107,,,2,1,SESP,,1,1,1,1,,1,1,,,
E. Caffrey,4/27/2017,7:36,1,Foot,Swanquarter West,107,,,2,1,SESP,,,1,1,,,,,,,
G. Loia,4/27/2017,8:37,2,Foot,Swanquarter West,107,,,2,1,SESP,,,,1,,,,,,,
G. Loia,4/27/2017,8:37,2,Foot,Swanquarter West,107,,,2,1,SESP,,,,,,,,1,,,
G. Loia,4/27/2017,7:36,2,Foot,Swanquarter West,107,,,3,1,SESP,1,,1,,,,,,,,
G. Loia,4/27/2017,7:36,2,Foot,Swanquarter West,107,,,3,1,SESP,,,,,,,1,,,,
E. Caffrey,4/27/2017,7:36,1,Foot,Swanquarter West,107,,,2,1,VIRA,,1,,,,,,,,,
E. Caffrey,4/27/2017,7:36,1,Foot,Swanquarter West,107,,,2,1,VIRA,,,,,,,,,1,,
G. Loia,4/27/2017,8:37,2,Foot,Swanquarter West,107,,,2,1,VIRA,,,,,,,,1,,,
G. Loia,4/27/2017,7:36,2,Foot,Swanquarter West,107,,,3,1,VIRA,,1,,,,,,,,,
G. Loia,4/27/2017,7:36,2,Foot,Swanquarter West,107,,,3,1,VIRA,,,,,,,,1,,,
E. Caffrey,4/27/2017,9:30,1,Foot,Swanquarter West,108,,,2,1,NONE,,,,,,,,,,,
G. Loia,4/27/2017,9:30,2,Foot,Swanquarter West,108,,,2,1,NONE,,,,,,,,,,,
E. Caffrey,4/27/2017,8:37,1,Boat,Swanquarter West,109,,,2,1,SESP,,,,1,,,1,,,,
E. Caffrey,4/27/2017,8:37,1,Boat,Swanquarter West,109,,,2,1,VIRA,,,,1,,,,,,,
E. Caffrey,4/27/2017,8:37,1,Boat,Swanquarter West,109,,,2,1,VIRA,,,,,,,,1,,,
E. Caffrey,5/15/2017,6:55,1,Foot,Gull Rock,111,,,2,2,KCLRA,,,,,,1,,,,,
G. Loia,5/15/2017,6:55,2,Foot,Gull Rock,111,,,1,1,KCRA,,,,,,1,,,,,
E. Caffrey,5/15/2017,6:55,1,Foot,Gull Rock,111,,,2,2,SESP,1,,,,1,1,,1,1,,
E. Caffrey,5/15/2017,6:55,1,Foot,Gull Rock,111,,,2,2,SESP,1,1,1,1,1,1,1,1,1,1,
E. Caffrey,5/15/2017,6:55,1,Foot,Gull Rock,111,,,2,2,SESP,,,,,,,,1,,1,
E. Caffrey,5/15/2017,6:55,1,Foot,Gull Rock,111,,,2,2,SESP,,,,,,,,,1,1,
G. Loia,5/15/2017,6:55,2,Foot,Gull Rock,111,,,1,1,SESP,1,1,1,1,1,1,1,1,1,1,
G. Loia,5/15/2017,6:55,2,Foot,Gull Rock,111,,,1,1,SESP,1,,1,,,,,,,,
G. Loia,5/15/2017,6:55,2,Foot,Gull Rock,111,,,1,1,SESP,,1,,,1,,1,1,,1,
G. Loia,5/15/2017,6:55,2,Foot,Gull Rock,111,,,1,1,SESP,,,,1,,,,,,,
G. Loia,5/15/2017,6:55,2,Foot,Gull Rock,111,,,1,1,SESP,,,,,,,,,,1,
A. VanVorst,6/16/2017,8:15,1,Foot,Gull Rock,112,,,2,1,SESP,,1,1,1,,1,1,1,1,,
A. VanVorst,6/16/2017,8:15,1,Foot,Gull Rock,112,,,2,1,SESP,1,1,1,1,1,1,1,1,1,1,
A. VanVorst,6/16/2017,8:15,1,Foot,Gull Rock,112,,,2,1,SESP,,1,1,1,1,1,1,1,1,1,
A. VanVorst,6/16/2017,8:15,1,Foot,Gull Rock,112,,,2,1,SESP,,,,1,1,1,1,1,1,1,
A. VanVorst,6/16/2017,8:15,1,Foot,Gull Rock,112,,,2,1,SESP,,,,,,,,,1,1,
G. Loia,6/16/2017,8:15,2,Foot,Gull Rock,112,,,2,1,SESP,1,1,,1,1,1,1,1,1,1,
G. Loia,6/16/2017,8:15,2,Foot,Gull Rock,112,,,2,1,SESP,1,1,1,1,1,,,1,,1,
G. Loia,6/16/2017,8:15,2,Foot,Gull Rock,112,,,2,1,SESP,,,1,1,,1,,,1,1,
G. Loia,6/16/2017,8:15,2,Foot,Gull Rock,112,,,2,1,SESP,,,,,1,1,1,,,,
G. Loia,6/16/2017,8:15,2,Foot,Gull Rock,112,,,2,1,SESP,,,,,,1,1,,1,,
G. Loia,5/5/2017,6:32,1,Foot,Manns Harbor,113,,,4,2,NONE,,,,,,,,,,,
E. Caffrey,5/5/2017,6:32,2,Foot,Manns Harbor,113,,,4,2,NONE,,,,,,,,,,,
G. Loia,5/25/2017,7:05,3,Foot,Manns Harbor,113,,,2,2,VIRA,1,1,1,1,1,1,,1,,,
G. Loia,5/25/2017,7:05,3,Foot,Manns Harbor,113,,,2,2,VIRA,,,1,,1,,1,,,,
G. Loia,5/8/2017,8:04,1,Foot,Manns Harbor,114,,,2,1,KCRA,,,,,,,,1,,,
E. Caffrey,5/8/2017,8:04,2,Foot,Manns Harbor,114,,,1,1,KCRA,,,,,,,,1,,,
G. Loia,5/8/2017,8:04,1,Foot,Manns Harbor,114,,,2,1,VIRA,,,,,,,1,,,,
E. Caffrey,5/8/2017,8:04,2,Foot,Manns Harbor,114,,,1,1,VIRA,,,,,,,1,,,,
G. Loia,5/25/2017,7:55,3,Foot,Manns Harbor,114,,,3,1,KCRA,,1,,,,,,,,,
G. Loia,5/25/2017,7:55,3,Foot,Manns Harbor,114,,,3,1,SORA,1,1,,1,1,1,,1,,,
G. Loia,5/25/2017,7:55,3,Foot,Manns Harbor,114,,,3,1,VIRA,1,1,1,1,1,1,1,1,1,1,
G. Loia,5/25/2017,7:55,3,Foot,Manns Harbor,114,,,3,1,VIRA,,,,,,1,1,,1,1,
G. Loia,5/25/2017,7:55,3,Foot,Manns Harbor,114,,,3,1,VIRA,,,,,,,,,,1,
E. Caffrey,5/8/2017,7:25,2,Foot,Manns Harbor,115,,,2,2,CLRA,1,,,,,,,,,,
G. Loia,5/8/2017,7:25,1,Foot,Manns Harbor,115,,,2,2,VIRA,,,,1,,,,,,,
E. Caffrey,5/8/2017,7:25,2,Foot,Manns Harbor,115,,,2,2,VIRA,,,,1,,,,,,,
G. Loia,6/6/2017,8:02,3,Foot,Manns Harbor,115,,,2,1,NONE,,,,,,,,,,,
E. Caffrey,5/8/2017,6:49,2,Boat,Manns Harbor,117,,,1,2,CLRA,1,1,1,1,1,1,1,1,1,1,
G. Loia,5/8/2017,6:49,1,Boat,Manns Harbor,117,,,1,2,KCRA,1,1,1,1,1,1,1,1,1,1,
A. VanVorst,6/6/2017,7:21,3,Foot,Mann's Harbor,117,,,2,2,VIRA,,,,,,1,,,,1,
G. Loia,6/14/2017,9:39,1,Foot,Pungo,118,,,1,1,NONE,,,,,,,,,,,
A. VanVorst,6/14/2017,9:39,2,Foot,Pungo,118,,,1,1,NONE,,,,,,,,,,,
G. Loia,6/14/2017,7:22,1,Foot,Pungo,119,,,3,1,KCRA,,,,,,,1,,,,
A. VanVorst,6/14/2017,7:22,2,Foot,Pungo,119,,,2,1,VIRA,,,,,1,1,,,,,
G. Loia,6/14/2017,6:40,1,Foot,Pungo,120,,,2,2,KCRA,,1,,,1,,,,,,
G. Loia,6/14/2017,6:40,1,Foot,Pungo,120,,,2,2,KCRA,,,,,,,,,,1,
G. Loia,6/14/2017,6:40,1,Foot,Pungo,120,,,2,2,KCRA,,,,,,,,,,1,
A. VanVorst,6/14/2017,6:40,2,Foot,Pungo,120,,,2,2,KCRA,,1,1,,,,,,,,
A. VanVorst,6/14/2017,6:40,2,Foot,Pungo,120,,,2,2,SESP,,,,1,,,,,,,
A. VanVorst,6/14/2017,6:40,2,Foot,Pungo,120,,,2,2,KCRA,,,,,,,,,,1,
G. Loia,6/14/2017,8:05,1,Boat,Pungo,121,,,2,1,NONE,,,,,,,,,,,
A. VanVorst,6/14/2017,8:05,2,Boat,Pungo,121,,,1,1,SESP,,,,1,,1,1,,,,
G. Loia,6/14/2017,8:52,1,Foot,Pungo,122,,,2,2,NONE,,,,,,,,,,,
A. VanVorst,6/14/2017,8:52,2,Foot,Pungo,122,,,1,2,NONE,,,,,,,,,,,
G. Loia,6/15/2017,6:56,1,Foot,Pungo,123,,,1,1,NONE,,,,,,,,,,,
A. VanVorst,6/15/2017,6:56,2,Foot,Pungo,123,,,1,1,NONE,,,,,,,,,,,
G. Loia,6/15/2017,8:55,1,Foot,Pungo,124,,,1,1,SESP,1,1,1,1,1,,1,,,,
